index_rows|position|name|date|start|end|minister_number|sex
105|Minister of Labour|André Ouellet (acting)|8 September 1978-24 November 1978|1978-09-08|1978-11-24|20|male
104|Minister of Labour|John Munro|27 November 1972-8 September 1978|1972-11-27|1978-09-08|20|male
103|Minister of Labour|Martin O'Connell|28 January 1972-27 November 1972|1972-01-28|1972-11-27|20|male
101|Minister of Labour|Jean-Luc Pépin|20 April 1968-6 July 1968|1968-04-20|1968-07-06|20|male
100|Minister of Justice and Attorney General|Marc Lalonde|24 November 1978-4 June 1979|1978-11-24|1979-06-04|20|male
99|Minister of Justice and Attorney General|Otto Lang (acting)|3 August 1978-24 November 1978|1978-08-03|1978-11-24|20|male
121|Minister responsible for Metric Commission|Bob Andras|28 January 1972-27 November 1972|1972-01-28|1972-11-27|20|male
122|Minister responsible for Metric Commission|Herb Gray|27 November 1972-8 August 1974|1972-11-27|1974-08-08|20|male
123|Minister responsible for Metric Commission|André Ouellet|8 August 1974-16 March 1976|1974-08-08|1976-03-16|20|male
126|Minister responsible for Metric Commission|Anthony Abbott|14 September 1976-16 September 1977|1976-09-14|1977-09-16|20|male
151|Minister of National Revenue|Ron Basford|8 August 1974-26 September 1975|1974-08-08|1975-09-26|20|male
150|Minister of National Revenue|Robert Stanbury|27 November 1972-8 August 1974|1972-11-27|1974-08-08|20|male
149|Minister of National Revenue|Herb Gray|24 September 1970-27 November 1972|1970-09-24|1972-11-27|20|male
148|Minister of National Revenue|Jean-Pierre Côté|6 July 1968-24 September 1970|1968-07-06|1970-09-24|20|male
147|Minister of National Revenue|Jean Chrétien|20 April 1968-6 July 1968|1968-04-20|1968-07-06|20|male
145|Minister of National Health and Welfare|Marc Lalonde|27 November 1972-16 September 1977|1972-11-27|1977-09-16|20|male
144|Minister of National Health and Welfare|John Munro|6 July 1968-27 November 1972|1968-07-06|1972-11-27|20|male
143|Minister of National Health and Welfare|Allan MacEachen|20 April 1968-6 July 1968|1968-04-20|1968-07-06|20|male
142|Minister of National Defence|Barney Danson|13 October 1976-4 June 1979|1976-10-13|1979-06-04|20|male
98|Minister of Justice and Attorney General|Ron Basford|26 September 1975-3 August 1978|1975-09-26|1978-08-03|20|male
141|Minister of National Defence|James Armstrong Richardson|27 November 1972-13 October 1976|1972-11-27|1976-10-13|20|male
138|Minister of National Defence|Edgar Benson|28 January 1972-1 September 1972|1972-01-28|1972-09-01|20|male
137|Minister of National Defence|Donald Stovel Macdonald|24 September 1970-28 January 1972|1970-09-24|1972-01-28|20|male
136|Minister of National Defence|Charles Drury (acting)|17 September 1970-24 September 1970|1970-09-17|1970-09-24|20|male
133|Minister for National Capital Commission|André Ouellet|24 November 1978-4 June 1979|1978-11-24|1979-06-04|20|male
132|Minister for National Capital Commission|Judd Buchanan|14 September 1976-24 November 1978|1976-09-14|1978-11-24|20|male
131|Minister for National Capital Commission|Charles Drury|8 August 1974-14 September 1976|1974-08-08|1976-09-14|20|male
129|Minister for National Capital Commission|Arthur Laing|6 July 1968-28 January 1972|1968-07-06|1972-01-28|20|male
128|Minister for National Capital Commission|George McIlraith|20 April 1968-6 July 1968|1968-04-20|1968-07-06|20|male
127|Minister responsible for Metric Commission|Warren Allmand|16 September 1977-4 June 1979|1977-09-16|1979-06-04|20|male
140|Minister of National Defence|Charles Drury (acting)|7 September 1972-27 November 1972|1972-09-07|1972-11-27|20|male
152|Minister of National Revenue|Bud Cullen|26 September 1975-14 September 1976|1975-09-26|1976-09-14|20|male
97|Minister of Justice and Attorney General|Otto Lang|28 January 1972-26 September 1975|1972-01-28|1975-09-26|20|male
95|Minister of Justice and Attorney General|Pierre Trudeau|20 April 1968-6 July 1968|1968-04-20|1968-07-06|20|male
67|Minister of Finance|Donald Stovel Macdonald|26 September 1975-16 September 1977|1975-09-26|1977-09-16|20|male
66|Minister of Finance|Charles Drury (acting)|10 September 1975-26 September 1975|1975-09-10|1975-09-26|20|male
65|Minister of Finance|John Turner|28 January 1972-10 September 1975|1972-01-28|1975-09-10|20|male
64|Minister of Finance|Edgar Benson|20 April 1968-28 January 1972|1968-04-20|1972-01-28|20|male
63|Secretary of State for External Affairs|Don Jamieson|14 September 1976-4 June 1979|1976-09-14|1979-06-04|20|male
62|Secretary of State for External Affairs|Allan MacEachen|8 August 1974-14 September 1976|1974-08-08|1976-09-14|20|male
61|Secretary of State for External Affairs|Mitchell Sharp|20 April 1968-8 August 1974|1968-04-20|1974-08-08|20|male
60|Minister of the Environment|Leonard Marchand|2 April 1979-4 June 1979|1979-04-02|1979-06-04|20|male
59|Minister of the Environment|Roméo LeBlanc|1 July 1976-2 April 1979|1976-07-01|1979-04-02|20|male
58|Minister of the Environment|Jean Marchand|22 January 1976-1 July 1976|1976-01-22|1976-07-01|20|male
57|Minister of the Environment|Roméo LeBlanc (acting)|5 December 1975-22 January 1976|1975-12-05|1976-01-22|20|male
55|Minister of the Environment|Jack Davis|11 June 1971-8 August 1974|1971-06-11|1974-08-08|20|male
54|Minister of Energy, Mines, and Resources|Alastair Gillespie|26 September 1975-4 June 1979|1975-09-26|1979-06-04|20|male
53|Minister of Energy, Mines, and Resources|Donald Stovel Macdonald|28 January 1972-26 September 1975|1972-01-28|1975-09-26|20|male
52|Minister of Energy, Mines, and Resources|Joe Greene|6 July 1968-28 January 1972|1968-07-06|1972-01-28|20|male
51|Minister of Energy, Mines, and Resources|Jean-Luc Pépin|20 April 1968-6 July 1968|1968-04-20|1968-07-06|20|male
50|Minister of Employment and Immigration|Bud Cullen|15 August 1977-4 June 1979|1977-08-15|1979-06-04|20|male
49|Minister of State for Economic Development|Bob Andras|24 November 1978-4 June 1979|1978-11-24|1979-06-04|20|male
48|Minister of Defence Production|Don Jamieson|6 July 1968-1 April 1969|1968-07-06|1969-04-01|20|male
68|Minister of Finance|Jean Chrétien|16 September 1977-4 June 1979|1977-09-16|1979-06-04|20|male
70|Minister of Fisheries|Jack Davis|6 July 1968-1 April 1969|1968-07-06|1969-04-01|20|male
71|Minister of Fisheries and Forestry|Jack Davis|1 April 1969-11 June 1971|1969-04-01|1971-06-11|20|male
72|Minister of Fisheries|Jack Davis|11 June 1971-8 August 1974|1971-06-11|1974-08-08|20|male
94|Minister of Industry, Trade, and Commerce|Jack Horner|16 September 1977-4 June 1979|1977-09-16|1979-06-04|20|male
93|Minister of Industry, Trade, and Commerce|Jean Chrétien|14 September 1976-16 September 1977|1976-09-14|1977-09-16|20|male
92|Minister of Industry, Trade, and Commerce|Don Jamieson|26 September 1975-14 September 1976|1975-09-26|1976-09-14|20|male
91|Minister of Industry, Trade, and Commerce|Alastair Gillespie|27 November 1972-26 September 1975|1972-11-27|1975-09-26|20|male
90|Minister of Industry, Trade, and Commerce|Jean-Luc Pépin|1 April 1969-27 November 1972|1969-04-01|1972-11-27|20|male
89|Minister of Industry|Jean-Luc Pépin|6 July 1968-1 April 1969|1968-07-06|1969-04-01|20|male
88|Minister of Industry|Charles Drury|20 April 1968-6 July 1968|1968-04-20|1968-07-06|20|male
87|Minister of Indian Affairs and Northern Development|Hugh Faulkner|16 September 1977-4 June 1979|1977-09-16|1979-06-04|20|male
86|Minister of Indian Affairs and Northern Development|Warren Allmand|14 September 1976-16 September 1977|1976-09-14|1977-09-16|20|male
96|Minister of Justice and Attorney General|John Turner|6 July 1968-28 January 1972|1968-07-06|1972-01-28|20|male
85|Minister of Indian Affairs and Northern Development|Judd Buchanan|8 August 1974-14 September 1976|1974-08-08|1976-09-14|20|male
83|Minister of Indian Affairs and Northern Development|Arthur Laing|20 April 1968-6 July 1968|1968-04-20|1968-07-06|20|male
82|Minister responsible for Housing|Bob Andras|5 May 1969-30 June 1971|1969-05-05|1971-06-30|20|male
81|Minister responsible for Housing|James Armstrong Richardson (acting)|30 April 1969-5 May 1969|1969-04-30|1969-05-05|20|male
80|Minister responsible for Housing|Paul Hellyer|20 April 1968-30 April 1969|1968-04-20|1969-04-30|20|male
79|Minister of Forestry and Rural Development|Jean Marchand|6 July 1968-1 April 1969|1968-07-06|1969-04-01|20|male
78|Minister of Forestry and Rural Development|Maurice Sauvé|20 April 1968-6 July 1968|1968-04-20|1968-07-06|20|male
77|Minister of Fisheries and Oceans|Roméo LeBlanc|2 April 1979-4 June 1979|1979-04-02|1979-06-04|20|male
75|Minister of Fisheries|Jean Marchand|22 January 1976-1 July 1976|1976-01-22|1976-07-01|20|male
74|Minister of Fisheries|Roméo LeBlanc (acting)|5 December 1975-22 January 1976|1975-12-05|1976-01-22|20|male
84|Minister of Indian Affairs and Northern Development|Jean Chrétien|6 July 1968-8 August 1974|1968-07-06|1974-08-08|20|male
46|Minister for Defence Construction Limited|Barney Danson|13 October 1976-4 June 1979|1976-10-13|1979-06-04|20|male
155|Minister of National Revenue|Anthony Abbott|24 November 1978-4 June 1979|1978-11-24|1979-06-04|20|male
157|Postmaster General|Eric Kierans|6 July 1968-29 April 1971|1968-07-06|1971-04-29|20|male
230|Minister of State for Urban Affairs|André Ouellet|3 November 1976-2 April 1979|1976-11-03|1979-04-02|20|male
229|Minister of State for Urban Affairs|Barney Danson|8 August 1974-3 November 1976|1974-08-08|1976-11-03|20|male
228|Minister of State for Urban Affairs|Ron Basford|28 January 1972-8 August 1974|1972-01-28|1974-08-08|20|male
227|Minister of State for Urban Affairs|Bob Andras|30 June 1971-28 January 1972|1971-06-30|1972-01-28|20|male
226|President of the Treasury Board|Judd Buchanan|24 November 1978-4 June 1979|1978-11-24|1979-06-04|20|male
225|President of the Treasury Board|Bob Andras|14 September 1976-24 November 1978|1976-09-14|1978-11-24|20|male
224|President of the Treasury Board|Jean Chrétien|8 August 1974-14 September 1976|1974-08-08|1976-09-14|20|male
223|President of the Treasury Board|Charles Drury|6 July 1968-8 August 1974|1968-07-06|1974-08-08|20|male
222|President of the Treasury Board|Edgar Benson|20 April 1968-6 July 1968|1968-04-20|1968-07-06|20|male
221|Minister of Transport|Otto Lang|26 September 1975-4 June 1979|1975-09-26|1979-06-04|20|male
220|Minister of Transport|Jean Marchand|27 November 1972-26 September 1975|1972-11-27|1975-09-26|20|male
219|Minister of Transport|Don Jamieson|5 May 1969-27 November 1972|1969-05-05|1972-11-27|20|male
218|Minister of Transport|James Armstrong Richardson (acting)|30 April 1969-5 May 1969|1969-04-30|1969-05-05|20|male
217|Minister of Transport|Paul Hellyer|20 April 1968-30 April 1969|1968-04-20|1969-04-30|20|male
216|Minister of Trade and Commerce|Jean-Luc Pépin|6 July 1968-1 April 1969|1968-07-06|1969-04-01|20|male
215|Minister of Trade and Commerce|Charles Drury|20 April 1968-6 July 1968|1968-04-20|1968-07-06|20|male
214|Minister of Supply and Services and Receiver General|Pierre de Bané|24 November 1978-4 June 1979|1978-11-24|1979-06-04|20|male
213|Minister of Supply and Services and Receiver General|Jean-Pierre Goyer|27 November 1972-24 November 1978|1972-11-27|1978-11-24|20|male
212|Minister of Supply and Services and Receiver General|James Armstrong Richardson|5 May 1969-27 November 1972|1969-05-05|1972-11-27|20|male
231|Minister of Veterans Affairs|Roger Teillet|20 April 1968-6 July 1968|1968-04-20|1968-07-06|20|male
233|Minister of Veterans Affairs|Arthur Laing|28 January 1972-27 November 1972|1972-01-28|1972-11-27|20|male
234|Minister of Veterans Affairs|Daniel MacDonald|27 November 1972-4 June 1979|1972-11-27|1979-06-04|20|male
235|Minister of State|Martin O'Connell|12 August 1971-28 January 1972|1971-08-12|1972-01-28|20|male
260|Minister without Portfolio|Jean Marchand|26 September 1975-22 January 1976|1975-09-26|1976-01-22|20|male
259|Minister without Portfolio|Jean-Pierre Côté (Post Office)|24 September 1970-11 June 1971|1970-09-24|1971-06-11|20|male
258|Minister without Portfolio|Robert Stanbury|20 October 1969-12 August 1971|1969-10-20|1971-08-12|20|male
257|Minister without Portfolio|Herb Gray|20 October 1969-24 September 1970|1969-10-20|1970-09-24|20|male
256|Minister without Portfolio|James Armstrong Richardson|6 July 1968-5 May 1969|1968-07-06|1969-05-05|20|male
255|Minister without Portfolio|Otto Lang|6 July 1968-24 September 1970|1968-07-06|1970-09-24|20|male
254|Minister without Portfolio|Bob Andras (Housing) (Status of Women)|6 July 1968-30 June 1971|1968-07-06|1971-06-30|20|male
253|Minister without Portfolio|Jack Davis|26 April 1968-6 July 1968|1968-04-26|1968-07-06|20|male
252|Minister without Portfolio|Gérard Pelletier|20 April 1968-6 July 1968|1968-04-20|1968-07-06|20|male
211|Minister of Supply and Services and Receiver General|Don Jamieson|1 April 1969-5 May 1969|1969-04-01|1969-05-05|20|male
251|Minister without Portfolio|John Munro|20 April 1968-6 July 1968|1968-04-20|1968-07-06|20|male
248|Minister without Portfolio|Paul Martin Sr.|20 April 1968-1 April 1969|1968-04-20|1969-04-01|20|male
247|Minister without Portfolio|Charles Granger|20 April 1968-6 July 1968|1968-04-20|1968-07-06|20|male
246|Minister of State|John Mercer Reid (Federal-Provincial Relations)|24 November 1978-4 June 1979|1978-11-24|1979-06-04|20|male
245|Minister of State|Anthony Abbott (Small Businesses)|16 September 1977-4 June 1979|1977-09-16|1979-06-04|20|male
244|Minister of State|Norman Cafik (Multiculturalism)|16 September 1977-4 June 1979|1977-09-16|1979-06-04|20|male
243|Minister of State|Marc Lalonde (Federal-Provincial Relations)|16 September 1977-24 November 1978|1977-09-16|1978-11-24|20|male
240|Minister of State|Leonard Marchand (Environment) (Small Businesses)|14 September 1976-2 April 1979|1976-09-14|1979-04-02|20|male
239|Minister of State|Roméo LeBlanc (Fisheries)|8 August 1974-14 September 1976|1974-08-08|1976-09-14|20|male
237|Minister of State|Stanley Haidasz (Multiculturalism)|27 November 1972-8 August 1974|1972-11-27|1974-08-08|20|male
249|Minister without Portfolio|Donald Stovel Macdonald|20 April 1968-6 July 1968|1968-04-20|1968-07-06|20|male
156|Postmaster General|Jean-Pierre Côté|20 April 1968-6 July 1968|1968-04-20|1968-07-06|20|male
210|Minister responsible for the Status of Women|Marc Lalonde|8 August 1974-4 June 1979|1974-08-08|1979-06-04|20|male
208|Minister responsible for Standards Council of Canada|Warren Allmand|16 September 1977-4 June 1979|1977-09-16|1979-06-04|20|male
179|Minister responsible for Royal Canadian Mint|Don Jamieson|1 April 1969-5 May 1969|1969-04-01|1969-05-05|20|male
178|Minister of Regional Economic Expansion|Marcel Lessard|26 September 1975-4 June 1979|1975-09-26|1979-06-04|20|male
177|Minister of Regional Economic Expansion|Don Jamieson|27 November 1972-26 September 1975|1972-11-27|1975-09-26|20|male
176|Minister of Regional Economic Expansion|Jean Marchand|1 April 1969-27 November 1972|1969-04-01|1972-11-27|20|male
175|Receiver General for Canada|Edgar Benson|20 April 1968-1 April 1969|1968-04-20|1969-04-01|20|male
174|Minister of Public Works|André Ouellet|24 November 1978-4 June 1979|1978-11-24|1979-06-04|20|male
173|Minister of Public Works|Judd Buchanan|14 September 1976-24 November 1978|1976-09-14|1978-11-24|20|male
172|Minister of Public Works|Charles Drury|8 August 1974-14 September 1976|1974-08-08|1976-09-14|20|male
170|Minister of Public Works|Arthur Laing|6 July 1968-28 January 1972|1968-07-06|1972-01-28|20|male
169|Minister of Public Works|George McIlraith|20 April 1968-6 July 1968|1968-04-20|1968-07-06|20|male
168|President of the Privy Council|Allan MacEachen|14 September 1976-4 June 1979|1976-09-14|1979-06-04|20|male
167|President of the Privy Council|Mitchell Sharp|8 August 1974-14 September 1976|1974-08-08|1976-09-14|20|male
166|President of the Privy Council|Allan MacEachen|24 September 1970-8 August 1974|1970-09-24|1974-08-08|20|male
165|President of the Privy Council|Donald Stovel Macdonald|6 July 1968-24 September 1970|1968-07-06|1970-09-24|20|male
164|President of the Privy Council|Allan MacEachen (acting)|2 May 1968-6 July 1968|1968-05-02|1968-07-06|20|male
163|President of the Privy Council|Pierre Trudeau (acting)|20 April 1968-2 May 1968|1968-04-20|1968-05-02|20|male
162|Postmaster General|Gilles Lamontagne|2 February 1978-4 June 1979|1978-02-02|1979-06-04|20|male
